loss,grad_norm,learning_rate,epoch,step,eval_loss,eval_accuracy,eval_precision,eval_recall,eval_f1,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
0.1256,522040.78125,7.890736342042757e-06,1.2114014251781473,2550,,,,,,,,,,,,,
0.1042,79602.1953125,7.653206650831354e-06,1.2351543942992875,2600,,,,,,,,,,,,,
0.1286,313398.75,7.415676959619953e-06,1.2589073634204275,2650,,,,,,,,,,,,,
0.0894,79062.34375,7.178147268408552e-06,1.2826603325415677,2700,,,,,,,,,,,,,
0.1205,122421.5,6.940617577197151e-06,1.3064133016627077,2750,,,,,,,,,,,,,
0.1217,12729.0732421875,6.703087885985748e-06,1.330166270783848,2800,,,,,,,,,,,,,
0.0931,483734.15625,6.4655581947743475e-06,1.3539192399049882,2850,,,,,,,,,,,,,
0.1066,746605.4375,6.228028503562946e-06,1.3776722090261282,2900,,,,,,,,,,,,,
0.106,13076.4052734375,5.990498812351544e-06,1.4014251781472684,2950,,,,,,,,,,,,,
0.1545,144414.9375,5.752969121140143e-06,1.4251781472684084,3000,,,,,,,,,,,,,
0.1149,80828.6875,5.5154394299287415e-06,1.4489311163895486,3050,,,,,,,,,,,,,
0.1129,322671.96875,5.277909738717341e-06,1.4726840855106889,3100,,,,,,,,,,,,,
0.1166,351424.375,5.040380047505938e-06,1.496437054631829,3150,,,,,,,,,,,,,
0.1137,254361.125,4.802850356294537e-06,1.520190023752969,3200,,,,,,,,,,,,,
0.1327,279711.625,4.5653206650831355e-06,1.5439429928741093,3250,,,,,,,,,,,,,
0.0726,48929.203125,4.327790973871735e-06,1.5676959619952493,3300,,,,,,,,,,,,,
0.1379,41923.3125,4.090261282660333e-06,1.5914489311163895,3350,,,,,,,,,,,,,
0.1365,645085.0,3.852731591448932e-06,1.6152019002375297,3400,,,,,,,,,,,,,
0.0988,117928.46875,3.61520190023753e-06,1.63895486935867,3450,,,,,,,,,,,,,
0.1268,9957.6728515625,3.3776722090261286e-06,1.66270783847981,3500,,,,,,,,,,,,,
0.0906,9124.939453125,3.1401425178147273e-06,1.68646080760095,3550,,,,,,,,,,,,,
0.1193,396772.09375,2.9026128266033256e-06,1.7102137767220902,3600,,,,,,,,,,,,,
0.1289,1070491.0,2.6650831353919243e-06,1.7339667458432304,3650,,,,,,,,,,,,,
0.092,65951.765625,2.4275534441805226e-06,1.7577197149643706,3700,,,,,,,,,,,,,
0.1342,1059831.75,2.1900237529691213e-06,1.7814726840855108,3750,,,,,,,,,,,,,
0.1418,342954.65625,1.95249406175772e-06,1.8052256532066508,3800,,,,,,,,,,,,,
0.1274,233260.484375,1.7149643705463185e-06,1.8289786223277908,3850,,,,,,,,,,,,,
0.1338,11971.09765625,1.477434679334917e-06,1.852731591448931,3900,,,,,,,,,,,,,
0.1016,38255.66796875,1.2399049881235155e-06,1.8764845605700713,3950,,,,,,,,,,,,,
0.129,12332.2861328125,1.002375296912114e-06,1.9002375296912115,4000,,,,,,,,,,,,,
0.1355,471729.375,7.648456057007127e-07,1.9239904988123515,4050,,,,,,,,,,,,,
0.0949,178293.96875,5.273159144893112e-07,1.9477434679334917,4100,,,,,,,,,,,,,
0.0917,356741.84375,2.897862232779098e-07,1.9714964370546317,4150,,,,,,,,,,,,,
0.1002,541879.9375,5.225653206650832e-08,1.995249406175772,4200,,,,,,,,,,,,,
,,,2.0,4210,0.3169364333152771,0.9220183486238532,0.9140969162995595,0.9346846846846847,0.9242761692650334,4.2071,207.266,6.655,,,,,
,,,2.0,4210,,,,,,,,,1858.0887,72.493,2.266,8860133233720320.0,0.16264365900157465
